"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] PlayerNameComparatorJaccard record1Value","[0] PlayerNameComparatorJaccard record2Value","[0] PlayerNameComparatorJaccard record1PreprocessedValue","[0] PlayerNameComparatorJaccard record2PreprocessedValue","[0] PlayerNameComparatorJaccard similarity","[0] PlayerNameComparatorJaccard postproccesedSimilarity","[1] PlayerClubComparatorLowerCaseJaccard record1Value","[1] PlayerClubComparatorLowerCaseJaccard record2Value","[1] PlayerClubComparatorLowerCaseJaccard record1PreprocessedValue","[1] PlayerClubComparatorLowerCaseJaccard record2PreprocessedValue","[1] PlayerClubComparatorLowerCaseJaccard similarity","[1] PlayerClubComparatorLowerCaseJaccard postproccesedSimilarity","[2] PlayerNameComparatorEqual record1Value","[2] PlayerNameComparatorEqual record2Value","[2] PlayerNameComparatorEqual record1PreprocessedValue","[2] PlayerNameComparatorEqual record2PreprocessedValue","[2] PlayerNameComparatorEqual similarity","[2] PlayerNameComparatorEqual postproccesedSimilarity","[3] PlayerClubComparatorJaccard record1Value","[3] PlayerClubComparatorJaccard record2Value","[3] PlayerClubComparatorJaccard record1PreprocessedValue","[3] PlayerClubComparatorJaccard record2PreprocessedValue","[3] PlayerClubComparatorJaccard similarity","[3] PlayerClubComparatorJaccard postproccesedSimilarity","[4] PlayerClubComparatorLevenshtein record1Value","[4] PlayerClubComparatorLevenshtein record2Value","[4] PlayerClubComparatorLevenshtein record1PreprocessedValue","[4] PlayerClubComparatorLevenshtein record2PreprocessedValue","[4] PlayerClubComparatorLevenshtein similarity","[4] PlayerClubComparatorLevenshtein postproccesedSimilarity","[5] PlayerNameComparatorLevenshtein record1Value","[5] PlayerNameComparatorLevenshtein record2Value","[5] PlayerNameComparatorLevenshtein record1PreprocessedValue","[5] PlayerNameComparatorLevenshtein record2PreprocessedValue","[5] PlayerNameComparatorLevenshtein similarity","[5] PlayerNameComparatorLevenshtein postproccesedSimilarity","[6] PlayerBirthdateComparator record1Value","[6] PlayerBirthdateComparator record2Value","[6] PlayerBirthdateComparator record1PreprocessedValue","[6] PlayerBirthdateComparator record2PreprocessedValue","[6] PlayerBirthdateComparator similarity","[6] PlayerBirthdateComparator postproccesedSimilarity","[7] PlayerJerseyNumberComparatorEqual record1Value","[7] PlayerJerseyNumberComparatorEqual record2Value","[7] PlayerJerseyNumberComparatorEqual record1PreprocessedValue","[7] PlayerJerseyNumberComparatorEqual record2PreprocessedValue","[7] PlayerJerseyNumberComparatorEqual similarity","[7] PlayerJerseyNumberComparatorEqual postproccesedSimilarity","[8] PlayerBirthdateComparatorDay record1Value","[8] PlayerBirthdateComparatorDay record2Value","[8] PlayerBirthdateComparatorDay record1PreprocessedValue","[8] PlayerBirthdateComparatorDay record2PreprocessedValue","[8] PlayerBirthdateComparatorDay similarity","[8] PlayerBirthdateComparatorDay postproccesedSimilarity","[9] PlayerNameComparatorMongeElkan record1Value","[9] PlayerNameComparatorMongeElkan record2Value","[9] PlayerNameComparatorMongeElkan record1PreprocessedValue","[9] PlayerNameComparatorMongeElkan record2PreprocessedValue","[9] PlayerNameComparatorMongeElkan similarity","[9] PlayerNameComparatorMongeElkan postproccesedSimilarity"
"WekaMatchingRule","tm_3041","eafc_4733","7.012558308018428E-6",,"Andrigo","A. Albers","Andrigo","A. Albers","0.0","0.0","Chengdu Rongcheng","St. Pauli","chengdu rongcheng","st. pauli","0.0","0.0","Andrigo","A. Albers","Andrigo","A. Albers","0.0","0.0","Chengdu Rongcheng","St. Pauli","Chengdu Rongcheng","St. Pauli","0.0","0.0","Chengdu Rongcheng","St. Pauli","Chengdu Rongcheng","St. Pauli","0.05882352941176472","0.05882352941176472","Andrigo","A. Albers","Andrigo","A. Albers","0.11111111111111116","0.11111111111111116","1995-02-27T00:00","1990-03-23T00:00","1995-02-27T00:00","1990-03-23T00:00","0.0","0.0","18","19","18","19","0.0","0.0","1995-02-27T00:00","1990-03-23T00:00","1995-02-27T00:00","1990-03-23T00:00","0.0","0.0","Andrigo","A. Albers","Andrigo","A. Albers","0.1428571428571429","0.1428571428571429"
"WekaMatchingRule","tm_1610","eafc_11536","7.46021446228457E-5",,"Artur","Andújar","Artur","Andújar","0.0","0.0","Houston Dynamo FC","Tianjin Jinmen Tiger","houston dynamo fc","tianjin jinmen tiger","0.0","0.0","Artur","Andújar","Artur","Andújar","0.0","0.0","Houston Dynamo FC","Tianjin Jinmen Tiger","Houston Dynamo FC","Tianjin Jinmen Tiger","0.0","0.0","Houston Dynamo FC","Tianjin Jinmen Tiger","Houston Dynamo FC","Tianjin Jinmen Tiger","0.19999999999999996","0.19999999999999996","Artur","Andújar","Artur","Andújar","0.2857142857142857","0.2857142857142857","1996-03-11T00:00","1991-08-21T00:00","1996-03-11T00:00","1991-08-21T00:00","0.0","0.0","6","2","6","2","0.0","0.0","1996-03-11T00:00","1991-08-21T00:00","1996-03-11T00:00","1991-08-21T00:00","0.0","0.0","Artur","Andújar","Artur","Andújar","0.2857142857142857","0.2857142857142857"
"WekaMatchingRule","tm_9265","eafc_7260","1.5522586627382865E-5",,"Anuar","A. Aouchiche","Anuar","A. Aouchiche","0.0","0.0","Real Valladolid CF","Sunderland","real valladolid cf","sunderland","0.0","0.0","Anuar","A. Aouchiche","Anuar","A. Aouchiche","0.0","0.0","Real Valladolid CF","Sunderland","Real Valladolid CF","Sunderland","0.0","0.0","Real Valladolid CF","Sunderland","Real Valladolid CF","Sunderland","0.16666666666666663","0.16666666666666663","Anuar","A. Aouchiche","Anuar","A. Aouchiche","0.16666666666666663","0.16666666666666663","1995-01-15T00:00","2002-07-15T00:00","1995-01-15T00:00","2002-07-15T00:00","0.0","0.0","23","16","23","16","0.0","0.0","1995-01-15T00:00","2002-07-15T00:00","1995-01-15T00:00","2002-07-15T00:00","0.0","0.0","Anuar","A. Aouchiche","Anuar","A. Aouchiche","0.2222222222222222","0.2222222222222222"
"WekaMatchingRule","tm_1610","eafc_10684","1.5680612071688145E-4",,"Artur","Altimira","Artur","Altimira","0.0","0.0","Houston Dynamo FC","Real Betis","houston dynamo fc","real betis","0.0","0.0","Artur","Altimira","Artur","Altimira","0.0","0.0","Houston Dynamo FC","Real Betis","Houston Dynamo FC","Real Betis","0.0","0.0","Houston Dynamo FC","Real Betis","Houston Dynamo FC","Real Betis","0.05882352941176472","0.05882352941176472","Artur","Altimira","Artur","Altimira","0.375","0.375","1996-03-11T00:00","2001-08-25T00:00","1996-03-11T00:00","2001-08-25T00:00","0.0","0.0","6","27","6","27","0.0","0.0","1996-03-11T00:00","2001-08-25T00:00","1996-03-11T00:00","2001-08-25T00:00","0.0","0.0","Artur","Altimira","Artur","Altimira","0.375","0.375"
"WekaMatchingRule","tm_4377","eafc_4733","2.7528336082438187E-5",,"Angeliño","A. Albers","Angeliño","A. Albers","0.0","0.0","RB Leipzig","St. Pauli","rb leipzig","st. pauli","0.0","0.0","Angeliño","A. Albers","Angeliño","A. Albers","0.0","0.0","RB Leipzig","St. Pauli","RB Leipzig","St. Pauli","0.0","0.0","RB Leipzig","St. Pauli","RB Leipzig","St. Pauli","0.09999999999999998","0.09999999999999998","Angeliño","A. Albers","Angeliño","A. Albers","0.2222222222222222","0.2222222222222222","1997-01-04T00:00","1990-03-23T00:00","1997-01-04T00:00","1990-03-23T00:00","0.0","0.0","3","19","3","19","0.0","0.0","1997-01-04T00:00","1990-03-23T00:00","1997-01-04T00:00","1990-03-23T00:00","0.0","0.0","Angeliño","A. Albers","Angeliño","A. Albers","0.25","0.25"
"WekaMatchingRule","eafc_4181","tm_1550",,"0","Ailtio Coelho","Alonso Coello","Ailtio Coelho","Alonso Coello","0.0","0.0","São Paulo","Toronto FC","são paulo","toronto fc","0.0","0.0","Ailtio Coelho","Alonso Coello","Ailtio Coelho","Alonso Coello","0.0","0.0","São Paulo","Toronto FC","São Paulo","Toronto FC","0.0","0.0","São Paulo","Toronto FC","São Paulo","Toronto FC","0.09999999999999998","0.09999999999999998","Ailtio Coelho","Alonso Coello","Ailtio Coelho","Alonso Coello","0.6153846153846154","0.6153846153846154","1992-02-29T00:00","1999-10-12T00:00","1992-02-29T00:00","1999-10-12T00:00","0.0","0.0","33","52","33","52","0.0","0.0","1992-02-29T00:00","1999-10-12T00:00","1992-02-29T00:00","1999-10-12T00:00","0.0","0.0","Ailtio Coelho","Alonso Coello","Ailtio Coelho","Alonso Coello","0.5833333333333334","0.5833333333333334"
"WekaMatchingRule","tm_1610","eafc_7481","9.719844767408164E-5",,"Artur","Antony","Artur","Antony","0.0","0.0","Houston Dynamo FC","Manchester United","houston dynamo fc","manchester united","0.0","0.0","Artur","Antony","Artur","Antony","0.0","0.0","Houston Dynamo FC","Manchester United","Houston Dynamo FC","Manchester United","0.0","0.0","Houston Dynamo FC","Manchester United","Houston Dynamo FC","Manchester United","0.05882352941176472","0.05882352941176472","Artur","Antony","Artur","Antony","0.33333333333333337","0.33333333333333337","1996-03-11T00:00","2000-02-24T00:00","1996-03-11T00:00","2000-02-24T00:00","0.0","0.0","6","21","6","21","0.0","0.0","1996-03-11T00:00","2000-02-24T00:00","1996-03-11T00:00","2000-02-24T00:00","0.0","0.0","Artur","Antony","Artur","Antony","0.33333333333333337","0.33333333333333337"
"WekaMatchingRule","tm_4377","eafc_3645","4.0546211354289065E-5",,"Angeliño","Akieme","Angeliño","Akieme","0.0","0.0","RB Leipzig","Almería","rb leipzig","almería","0.0","0.0","Angeliño","Akieme","Angeliño","Akieme","0.0","0.0","RB Leipzig","Almería","RB Leipzig","Almería","0.0","0.0","RB Leipzig","Almería","RB Leipzig","Almería","0.09999999999999998","0.09999999999999998","Angeliño","Akieme","Angeliño","Akieme","0.25","0.25","1997-01-04T00:00","1997-12-16T00:00","1997-01-04T00:00","1997-12-16T00:00","1.0","1.0","3","15","3","15","0.0","0.0","1997-01-04T00:00","1997-12-16T00:00","1997-01-04T00:00","1997-12-16T00:00","0.0","0.0","Angeliño","Akieme","Angeliño","Akieme","0.25","0.25"
"WekaMatchingRule","tm_5606","eafc_9856","1.8575981211153332E-4",,"Alexsandro","Alcedo","Alexsandro","Alcedo","0.0","0.0","LOSC Lille","Mirandés","losc lille","mirandés","0.0","0.0","Alexsandro","Alcedo","Alexsandro","Alcedo","0.0","0.0","LOSC Lille","Mirandés","LOSC Lille","Mirandés","0.0","0.0","LOSC Lille","Mirandés","LOSC Lille","Mirandés","0.0","0.0","Alexsandro","Alcedo","Alexsandro","Alcedo","0.4","0.4","1999-08-09T00:00","2001-02-05T00:00","1999-08-09T00:00","2001-02-05T00:00","0.33333333333333337","0.33333333333333337","4","26","4","26","0.0","0.0","1999-08-09T00:00","2001-02-05T00:00","1999-08-09T00:00","2001-02-05T00:00","0.0","0.0","Alexsandro","Alcedo","Alexsandro","Alcedo","0.4","0.4"
"WekaMatchingRule","eafc_9351","tm_8787",,"1","M. Curto","Marco Curto","M. Curto","Marco Curto","0.3333333333333333","0.3333333333333333","Como","FC Südtirol","como","fc südtirol","0.0","0.0","M. Curto","Marco Curto","M. Curto","Marco Curto","0.0","0.0","Como","FC Südtirol","Como","FC Südtirol","0.0","0.0","Como","FC Südtirol","Como","FC Südtirol","0.18181818181818177","0.18181818181818177","M. Curto","Marco Curto","M. Curto","Marco Curto","0.6363636363636364","0.6363636363636364","1999-01-05T00:00","1999-01-05T00:00","1999-01-05T00:00","1999-01-05T00:00","1.0","1.0","5","5","5","5","1.0","1.0","1999-01-05T00:00","1999-01-05T00:00","1999-01-05T00:00","1999-01-05T00:00","1.0","1.0","M. Curto","Marco Curto","M. Curto","Marco Curto","0.6","0.6"
"WekaMatchingRule","tm_5606","eafc_9850","4.485828603487745E-5",,"Alexsandro","A. Abdulraouf","Alexsandro","A. Abdulraouf","0.0","0.0","LOSC Lille","Al Khaleej","losc lille","al khaleej","0.0","0.0","Alexsandro","A. Abdulraouf","Alexsandro","A. Abdulraouf","0.0","0.0","LOSC Lille","Al Khaleej","LOSC Lille","Al Khaleej","0.0","0.0","LOSC Lille","Al Khaleej","LOSC Lille","Al Khaleej","0.09999999999999998","0.09999999999999998","Alexsandro","A. Abdulraouf","Alexsandro","A. Abdulraouf","0.23076923076923073","0.23076923076923073","1999-08-09T00:00","2004-01-31T00:00","1999-08-09T00:00","2004-01-31T00:00","0.0","0.0","4","71","4","71","0.0","0.0","1999-08-09T00:00","2004-01-31T00:00","1999-08-09T00:00","2004-01-31T00:00","0.0","0.0","Alexsandro","A. Abdulraouf","Alexsandro","A. Abdulraouf","0.09999999999999998","0.09999999999999998"
"WekaMatchingRule","tm_3041","eafc_10209","7.117676321722721E-5",,"Andrigo","Alemão","Andrigo","Alemão","0.0","0.0","Chengdu Rongcheng","Portimonense","chengdu rongcheng","portimonense","0.0","0.0","Andrigo","Alemão","Andrigo","Alemão","0.0","0.0","Chengdu Rongcheng","Portimonense","Chengdu Rongcheng","Portimonense","0.0","0.0","Chengdu Rongcheng","Portimonense","Chengdu Rongcheng","Portimonense","0.17647058823529416","0.17647058823529416","Andrigo","Alemão","Andrigo","Alemão","0.2857142857142857","0.2857142857142857","1995-02-27T00:00","2002-11-06T00:00","1995-02-27T00:00","2002-11-06T00:00","0.0","0.0","18","43","18","43","0.0","0.0","1995-02-27T00:00","2002-11-06T00:00","1995-02-27T00:00","2002-11-06T00:00","0.0","0.0","Andrigo","Alemão","Andrigo","Alemão","0.2857142857142857","0.2857142857142857"
"WekaMatchingRule","eafc_3732","tm_1541",,"1","S. Rosted","Sigurd Rosted","S. Rosted","Sigurd Rosted","0.3333333333333333","0.3333333333333333","Toronto","Toronto FC","toronto","toronto fc","0.5","0.0","S. Rosted","Sigurd Rosted","S. Rosted","Sigurd Rosted","0.0","0.0","Toronto","Toronto FC","Toronto","Toronto FC","0.5","0.0","Toronto","Toronto FC","Toronto","Toronto FC","0.7","0.7","S. Rosted","Sigurd Rosted","S. Rosted","Sigurd Rosted","0.6153846153846154","0.6153846153846154","1994-07-22T00:00","1994-07-22T00:00","1994-07-22T00:00","1994-07-22T00:00","1.0","1.0","17","17","17","17","1.0","1.0","1994-07-22T00:00","1994-07-22T00:00","1994-07-22T00:00","1994-07-22T00:00","1.0","1.0","S. Rosted","Sigurd Rosted","S. Rosted","Sigurd Rosted","0.5833333333333333","0.5833333333333333"
"WekaMatchingRule","tm_4377","eafc_10803","2.0047330305748108E-4",,"Angeliño","Alemão","Angeliño","Alemão","0.0","0.0","RB Leipzig","Real Oviedo","rb leipzig","real oviedo","0.0","0.0","Angeliño","Alemão","Angeliño","Alemão","0.0","0.0","RB Leipzig","Real Oviedo","RB Leipzig","Real Oviedo","0.0","0.0","RB Leipzig","Real Oviedo","RB Leipzig","Real Oviedo","0.18181818181818177","0.18181818181818177","Angeliño","Alemão","Angeliño","Alemão","0.375","0.375","1997-01-04T00:00","1998-04-01T00:00","1997-01-04T00:00","1998-04-01T00:00","0.6666666666666667","0.6666666666666667","3","14","3","14","0.0","0.0","1997-01-04T00:00","1998-04-01T00:00","1997-01-04T00:00","1998-04-01T00:00","0.0","0.0","Angeliño","Alemão","Angeliño","Alemão","0.375","0.375"
"WekaMatchingRule","tm_5606","eafc_8769","7.198004509500828E-5",,"Alexsandro","Abner","Alexsandro","Abner","0.0","0.0","LOSC Lille","Real Betis","losc lille","real betis","0.0","0.0","Alexsandro","Abner","Alexsandro","Abner","0.0","0.0","LOSC Lille","Real Betis","LOSC Lille","Real Betis","0.0","0.0","LOSC Lille","Real Betis","LOSC Lille","Real Betis","0.09999999999999998","0.09999999999999998","Alexsandro","Abner","Alexsandro","Abner","0.30000000000000004","0.30000000000000004","1999-08-09T00:00","2000-05-27T00:00","1999-08-09T00:00","2000-05-27T00:00","0.6666666666666667","0.6666666666666667","4","20","4","20","0.0","0.0","1999-08-09T00:00","2000-05-27T00:00","1999-08-09T00:00","2000-05-27T00:00","0.0","0.0","Alexsandro","Abner","Alexsandro","Abner","0.30000000000000004","0.30000000000000004"
"WekaMatchingRule","tm_9265","eafc_1721","1.561026169383853E-4",,"Anuar","André André","Anuar","André André","0.0","0.0","Real Valladolid CF","Vitória SC","real valladolid cf","vitória sc","0.0","0.0","Anuar","André André","Anuar","André André","0.0","0.0","Real Valladolid CF","Vitória SC","Real Valladolid CF","Vitória SC","0.0","0.0","Real Valladolid CF","Vitória SC","Real Valladolid CF","Vitória SC","0.16666666666666663","0.16666666666666663","Anuar","André André","Anuar","André André","0.36363636363636365","0.36363636363636365","1995-01-15T00:00","1989-08-26T00:00","1995-01-15T00:00","1989-08-26T00:00","0.0","0.0","23","21","23","21","0.0","0.0","1995-01-15T00:00","1989-08-26T00:00","1995-01-15T00:00","1989-08-26T00:00","0.0","0.0","Anuar","André André","Anuar","André André","0.4","0.4"
"WekaMatchingRule","tm_3041","eafc_10684","4.200109107645977E-5",,"Andrigo","Altimira","Andrigo","Altimira","0.0","0.0","Chengdu Rongcheng","Real Betis","chengdu rongcheng","real betis","0.0","0.0","Andrigo","Altimira","Andrigo","Altimira","0.0","0.0","Chengdu Rongcheng","Real Betis","Chengdu Rongcheng","Real Betis","0.0","0.0","Chengdu Rongcheng","Real Betis","Chengdu Rongcheng","Real Betis","0.11764705882352944","0.11764705882352944","Andrigo","Altimira","Andrigo","Altimira","0.25","0.25","1995-02-27T00:00","2001-08-25T00:00","1995-02-27T00:00","2001-08-25T00:00","0.0","0.0","18","27","18","27","0.0","0.0","1995-02-27T00:00","2001-08-25T00:00","1995-02-27T00:00","2001-08-25T00:00","0.0","0.0","Andrigo","Altimira","Andrigo","Altimira","0.25","0.25"
"WekaMatchingRule","eafc_6680","tm_4261",,"1","J. Král","Jan Kral","J. Král","Jan Kral","0.0","0.0","AS Eupen","KAS Eupen","as eupen","kas eupen","0.3333333333333333","0.0","J. Král","Jan Kral","J. Král","Jan Kral","0.0","0.0","AS Eupen","KAS Eupen","AS Eupen","KAS Eupen","0.3333333333333333","0.0","AS Eupen","KAS Eupen","AS Eupen","KAS Eupen","0.8888888888888888","0.8888888888888888","J. Král","Jan Kral","J. Král","Jan Kral","0.625","0.625","1999-04-05T00:00","1999-04-05T00:00","1999-04-05T00:00","1999-04-05T00:00","1.0","1.0","21","21","21","21","1.0","1.0","1999-04-05T00:00","1999-04-05T00:00","1999-04-05T00:00","1999-04-05T00:00","1.0","1.0","J. Král","Jan Kral","J. Král","Jan Kral","0.5416666666666667","0.5416666666666667"
"WekaMatchingRule","tm_3041","eafc_11536","3.8444338800352194E-4",,"Andrigo","Andújar","Andrigo","Andújar","0.0","0.0","Chengdu Rongcheng","Tianjin Jinmen Tiger","chengdu rongcheng","tianjin jinmen tiger","0.0","0.0","Andrigo","Andújar","Andrigo","Andújar","0.0","0.0","Chengdu Rongcheng","Tianjin Jinmen Tiger","Chengdu Rongcheng","Tianjin Jinmen Tiger","0.0","0.0","Chengdu Rongcheng","Tianjin Jinmen Tiger","Chengdu Rongcheng","Tianjin Jinmen Tiger","0.19999999999999996","0.19999999999999996","Andrigo","Andújar","Andrigo","Andújar","0.4285714285714286","0.4285714285714286","1995-02-27T00:00","1991-08-21T00:00","1995-02-27T00:00","1991-08-21T00:00","0.0","0.0","18","2","18","2","0.0","0.0","1995-02-27T00:00","1991-08-21T00:00","1995-02-27T00:00","1991-08-21T00:00","0.0","0.0","Andrigo","Andújar","Andrigo","Andújar","0.4285714285714286","0.4285714285714286"
"WekaMatchingRule","eafc_9060","tm_9956",,"1","M. Burstow","Mason Burstow","M. Burstow","Mason Burstow","0.3333333333333333","0.3333333333333333","Sunderland",,"sunderland","","0.0","0.0","M. Burstow","Mason Burstow","M. Burstow","Mason Burstow","0.0","0.0","Sunderland",,"Sunderland",,"0.0","0.0","Sunderland",,"Sunderland",,"0.0","0.0","M. Burstow","Mason Burstow","M. Burstow","Mason Burstow","0.6923076923076923","0.6923076923076923","2003-08-04T00:00","2003-08-04T00:00","2003-08-04T00:00","2003-08-04T00:00","1.0","1.0","22","11","22","11","0.0","0.0","2003-08-04T00:00","2003-08-04T00:00","2003-08-04T00:00","2003-08-04T00:00","1.0","1.0","M. Burstow","Mason Burstow","M. Burstow","Mason Burstow","0.6","0.6"
"WekaMatchingRule","tm_4377","eafc_1216","4.547167085778835E-4",,"Angeliño","Azpilicueta","Angeliño","Azpilicueta","0.0","0.0","RB Leipzig","Atlético Madrid","rb leipzig","atlético madrid","0.0","0.0","Angeliño","Azpilicueta","Angeliño","Azpilicueta","0.0","0.0","RB Leipzig","Atlético Madrid","RB Leipzig","Atlético Madrid","0.0","0.0","RB Leipzig","Atlético Madrid","RB Leipzig","Atlético Madrid","0.1333333333333333","0.1333333333333333","Angeliño","Azpilicueta","Angeliño","Azpilicueta","0.2727272727272727","0.2727272727272727","1997-01-04T00:00","1989-08-28T00:00","1997-01-04T00:00","1989-08-28T00:00","0.0","0.0","3","3","3","3","1.0","1.0","1997-01-04T00:00","1989-08-28T00:00","1997-01-04T00:00","1989-08-28T00:00","0.0","0.0","Angeliño","Azpilicueta","Angeliño","Azpilicueta","0.2727272727272727","0.2727272727272727"
"WekaMatchingRule","tm_1610","eafc_9410","1.7635628160009986E-4",,"Artur","Altimira","Artur","Altimira","0.0","0.0","Houston Dynamo FC","Villarreal II","houston dynamo fc","villarreal ii","0.0","0.0","Artur","Altimira","Artur","Altimira","0.0","0.0","Houston Dynamo FC","Villarreal II","Houston Dynamo FC","Villarreal II","0.0","0.0","Houston Dynamo FC","Villarreal II","Houston Dynamo FC","Villarreal II","0.11764705882352944","0.11764705882352944","Artur","Altimira","Artur","Altimira","0.375","0.375","1996-03-11T00:00","2001-03-28T00:00","1996-03-11T00:00","2001-03-28T00:00","0.0","0.0","6","2","6","2","0.0","0.0","1996-03-11T00:00","2001-03-28T00:00","1996-03-11T00:00","2001-03-28T00:00","0.0","0.0","Artur","Altimira","Artur","Altimira","0.375","0.375"
"WekaMatchingRule","tm_9265","eafc_9692","8.71419647368683E-5",,"Anuar","Abraham","Anuar","Abraham","0.0","0.0","Real Valladolid CF","Villarreal II","real valladolid cf","villarreal ii","0.0","0.0","Anuar","Abraham","Anuar","Abraham","0.0","0.0","Real Valladolid CF","Villarreal II","Real Valladolid CF","Villarreal II","0.0","0.0","Real Valladolid CF","Villarreal II","Real Valladolid CF","Villarreal II","0.2777777777777778","0.2777777777777778","Anuar","Abraham","Anuar","Abraham","0.2857142857142857","0.2857142857142857","1995-01-15T00:00","2001-07-05T00:00","1995-01-15T00:00","2001-07-05T00:00","0.0","0.0","23","5","23","5","0.0","0.0","1995-01-15T00:00","2001-07-05T00:00","1995-01-15T00:00","2001-07-05T00:00","0.0","0.0","Anuar","Abraham","Anuar","Abraham","0.2857142857142857","0.2857142857142857"
"WekaMatchingRule","eafc_11591","tm_2994",,"0","Xu Yue","Xin Yue","Xu Yue","Xin Yue","0.3333333333333333","0.3333333333333333","Shenzhen","Zhejiang FC","shenzhen","zhejiang fc","0.0","0.0","Xu Yue","Xin Yue","Xu Yue","Xin Yue","0.0","0.0","Shenzhen","Zhejiang FC","Shenzhen","Zhejiang FC","0.0","0.0","Shenzhen","Zhejiang FC","Shenzhen","Zhejiang FC","0.2727272727272727","0.2727272727272727","Xu Yue","Xin Yue","Xu Yue","Xin Yue","0.7142857142857143","0.7142857142857143","1999-11-10T00:00","1995-11-10T00:00","1999-11-10T00:00","1995-11-10T00:00","0.0","0.0","19","28","19","28","0.0","0.0","1999-11-10T00:00","1995-11-10T00:00","1999-11-10T00:00","1995-11-10T00:00","0.0","0.0","Xu Yue","Xin Yue","Xu Yue","Xin Yue","0.6666666666666667","0.6666666666666667"
"WekaMatchingRule","eafc_2087","tm_6701",,"1","Ruiz de Galarreta","Iñigo Ruiz de Galarreta","Ruiz de Galarreta","Iñigo Ruiz de Galarreta","0.75","0.75","Athletic Club","Athletic Bilbao","athletic club","athletic bilbao","0.3333333333333333","0.0","Ruiz de Galarreta","Iñigo Ruiz de Galarreta","Ruiz de Galarreta","Iñigo Ruiz de Galarreta","0.0","0.0","Athletic Club","Athletic Bilbao","Athletic Club","Athletic Bilbao","0.3333333333333333","0.0","Athletic Club","Athletic Bilbao","Athletic Club","Athletic Bilbao","0.6666666666666667","0.6666666666666667","Ruiz de Galarreta","Iñigo Ruiz de Galarreta","Ruiz de Galarreta","Iñigo Ruiz de Galarreta","0.7391304347826086","0.7391304347826086","1993-08-06T00:00","1993-08-06T00:00","1993-08-06T00:00","1993-08-06T00:00","1.0","1.0","16","16","16","16","1.0","1.0","1993-08-06T00:00","1993-08-06T00:00","1993-08-06T00:00","1993-08-06T00:00","1.0","1.0","Ruiz de Galarreta","Iñigo Ruiz de Galarreta","Ruiz de Galarreta","Iñigo Ruiz de Galarreta","1.0","1.0"
"WekaMatchingRule","eafc_5170","tm_5330",,"1","Jardel","Jardel","Jardel","Jardel","1.0","1.0","Vizela","FC Vizela","vizela","fc vizela","0.5","0.0","Jardel","Jardel","Jardel","Jardel","1.0","1.0","Vizela","FC Vizela","Vizela","FC Vizela","0.5","0.0","Vizela","FC Vizela","Vizela","FC Vizela","0.6666666666666667","0.6666666666666667","Jardel","Jardel","Jardel","Jardel","1.0","1.0","1997-09-20T00:00","1997-09-20T00:00","1997-09-20T00:00","1997-09-20T00:00","1.0","1.0","7","7","7","7","1.0","1.0","1997-09-20T00:00","1997-09-20T00:00","1997-09-20T00:00","1997-09-20T00:00","1.0","1.0","Jardel","Jardel","Jardel","Jardel","1.0","1.0"
"WekaMatchingRule","tm_5606","eafc_7446","1.0335026411783264E-4",,"Alexsandro","A. Adli","Alexsandro","A. Adli","0.0","0.0","LOSC Lille","Bayer 04 Leverkusen","losc lille","bayer 04 leverkusen","0.0","0.0","Alexsandro","A. Adli","Alexsandro","A. Adli","0.0","0.0","LOSC Lille","Bayer 04 Leverkusen","LOSC Lille","Bayer 04 Leverkusen","0.0","0.0","LOSC Lille","Bayer 04 Leverkusen","LOSC Lille","Bayer 04 Leverkusen","0.1578947368421053","0.1578947368421053","Alexsandro","A. Adli","Alexsandro","A. Adli","0.30000000000000004","0.30000000000000004","1999-08-09T00:00","2000-05-10T00:00","1999-08-09T00:00","2000-05-10T00:00","0.6666666666666667","0.6666666666666667","4","21","4","21","0.0","0.0","1999-08-09T00:00","2000-05-10T00:00","1999-08-09T00:00","2000-05-10T00:00","0.0","0.0","Alexsandro","A. Adli","Alexsandro","A. Adli","0.19999999999999996","0.19999999999999996"
"WekaMatchingRule","eafc_11460","tm_8112",,"0","Lu Ning","Lamine Fomba","Lu Ning","Lamine Fomba","0.0","0.0","Changchun Yatai","AS Saint-Étienne","changchun yatai","as saint-étienne","0.0","0.0","Lu Ning","Lamine Fomba","Lu Ning","Lamine Fomba","0.0","0.0","Changchun Yatai","AS Saint-Étienne","Changchun Yatai","AS Saint-Étienne","0.0","0.0","Changchun Yatai","AS Saint-Étienne","Changchun Yatai","AS Saint-Étienne","0.0625","0.0625","Lu Ning","Lamine Fomba","Lu Ning","Lamine Fomba","0.16666666666666663","0.16666666666666663","1998-01-26T00:00","1998-01-26T00:00","1998-01-26T00:00","1998-01-26T00:00","1.0","1.0","38","26","38","26","0.0","0.0","1998-01-26T00:00","1998-01-26T00:00","1998-01-26T00:00","1998-01-26T00:00","1.0","1.0","Lu Ning","Lamine Fomba","Lu Ning","Lamine Fomba","0.25","0.25"
